Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:50.844362
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2600.0
Minimum Reflectance,300.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Oxide_akaganeite_jb-cmp-048_c1jb48_RELAB
Sample Name,Oxide_akaganeite_jb-cmp-048_c1jb48_RELAB
Sample Type,
Viewing Geometry,
Wavelength,Response
300.0,0.026068
305.0,0.020983
310.0,0.021278
315.0,0.020726
320.0,0.021152
325.0,0.021135
330.0,0.020271
335.0,0.020625
340.0,0.020645
345.0,0.021248
350.0,0.021854
355.0,0.022202
360.0,0.022569
365.0,0.023271
370.0,0.023637
375.0,0.02428
380.0,0.024986
385.0,0.02571
390.0,0.026282
395.0,0.027626
400.0,0.02839
405.0,0.029911
410.0,0.030865
415.0,0.03229
420.0,0.033911
425.0,0.035903
430.0,0.038443
435.0,0.041184
440.0,0.044341
445.0,0.046973
450.0,0.049005
455.0,0.050391
460.0,0.051143
465.0,0.051412
470.0,0.05148
475.0,0.051681
480.0,0.052509
485.0,0.053482
490.0,0.055284
495.0,0.057893
500.0,0.061396
505.0,0.066137
510.0,0.072839
515.0,0.080589
520.0,0.090206
525.0,0.101782
530.0,0.114691
535.0,0.129479
540.0,0.145994
545.0,0.16294
550.0,0.180865
555.0,0.199266
560.0,0.217736
565.0,0.23591
570.0,0.25324
575.0,0.269496
580.0,0.284007
585.0,0.2967
590.0,0.307155
595.0,0.316509
600.0,0.324294
605.0,0.330177
610.0,0.336317
615.0,0.340462
620.0,0.345828
625.0,0.349656
630.0,0.354151
635.0,0.358644
640.0,0.362867
645.0,0.3672
650.0,0.372128
655.0,0.377671
660.0,0.38325
665.0,0.390019
670.0,0.396082
675.0,0.403257
680.0,0.409556
685.0,0.416519
690.0,0.423049
695.0,0.429501
700.0,0.435276
705.0,0.439554
710.0,0.441121
715.0,0.444713
720.0,0.44697
725.0,0.44848
730.0,0.448842
735.0,0.448239
740.0,0.445786
745.0,0.444118
750.0,0.439526
755.0,0.43491
760.0,0.43031
765.0,0.424618
770.0,0.419794
775.0,0.414367
780.0,0.409349
785.0,0.403929
790.0,0.399058
795.0,0.393774
800.0,0.390253
805.0,0.385307
810.0,0.381622
815.0,0.378375
820.0,0.375264
825.0,0.372653
830.0,0.368792
835.0,0.366648
840.0,0.363696
845.0,0.361946
850.0,0.359818
855.0,0.355659
860.0,0.356253
865.0,0.354396
870.0,0.354389
875.0,0.354381
880.0,0.355121
885.0,0.353614
890.0,0.353438
895.0,0.35323
900.0,0.352709
905.0,0.352622
